,article,category
456,Barbados,"['subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries', 'subject.Countries']"
457,Barbara_McClintock,['subject.People.Human_Scientists']
458,Barbary_Lion,['subject.Science.Biology.Mammals']
459,Barbary_Macaque,['subject.Science.Biology.Mammals']
460,Barcelona,['subject.Geography.European_Geography']
461,Barium,['subject.Science.Chemistry.Chemical_elements']
462,Barley,"['subject.Everyday_life.Food_and_agriculture', 'subject.Science.Biology.Plants']"
463,Barn_Owl,['subject.Science.Biology.Birds']
464,Barnacle,['subject.Science.Biology.Organisms']
465,Baroque,['subject.Art.Art']
466,Barracuda,['subject.Science.Biology.Insects_Reptiles_and_Fish']
467,Baruch_Spinoza,['subject.People.Philosophers']
468,Baseball,['subject.Everyday_life.Sports']
469,Basel,['subject.Geography.European_Geography']
470,Basil,"['subject.Everyday_life.Food_and_agriculture', 'subject.Science.Biology.Plants']"
471,Basil_Brush,['subject.Everyday_life.Television']
472,Basilica_of_San_Francesco_d'Assisi,['subject.Design_and_Technology.Architecture']
473,Basilica_of_Santa_Maria_degli_Angeli,['subject.Design_and_Technology.Architecture']
474,Basketball,['subject.Everyday_life.Sports']
475,Basking_shark,['subject.Science.Biology.Insects_Reptiles_and_Fish']
476,Bass_(fish),['subject.Science.Biology.Insects_Reptiles_and_Fish']
477,Basset_Hound,['subject.Science.Biology.Mammals']
478,Bassoon,['subject.Music.Musical_Instruments']
479,Bat,['subject.Science.Biology.Mammals']
480,Bat-eared_Fox,['subject.Science.Biology.Mammals']
481,"Bath,_Somerset",['subject.Geography.Geography_of_Great_Britain']
482,Bath_School_disaster,['subject.History.Recent_History']
483,Batholith,['subject.Geography.Geology_and_geophysics']
484,Batman,['subject.Everyday_life.Cartoons']
485,Battle_of_Alesia,['subject.History.Pre_1900_Military']
486,Battle_of_Amiens,['subject.History.Military_History_and_War']
487,Battle_of_Austerlitz,['subject.History.Pre_1900_Military']
488,Battle_of_Badr,['subject.History.Pre_1900_Military']
489,Battle_of_Bicocca,['subject.History.Pre_1900_Military']
490,Battle_of_Britain,['subject.History.British_History.British_History_Post_1900']
491,Battle_of_Cannae,['subject.History.Pre_1900_Military']
492,Battle_of_France,['subject.History.World_War_II']
493,Battle_of_Gettysburg,['subject.History.Pre_1900_Military']
494,Battle_of_Grunwald,['subject.History.Pre_1900_Military']
495,Battle_of_Hastings,['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain']
496,Battle_of_Jutland,['subject.History.Military_History_and_War']
497,Battle_of_Lechaeum,['subject.History.Ancient_History_Classical_History_and_Mythology']
498,Battle_of_Leyte_Gulf,['subject.History.World_War_II']
499,Battle_of_Marathon,['subject.History.Ancient_History_Classical_History_and_Mythology']
500,Battle_of_Midway,['subject.History.World_War_II']
501,Battle_of_Moscow,['subject.History.World_War_II']
502,Battle_of_Normandy,['subject.History.World_War_II']
503,Battle_of_Rennell_Island,['subject.History.World_War_II']
504,Battle_of_Sitka,['subject.History.Pre_1900_Military']
505,Battle_of_Smolensk_(1943),['subject.History.World_War_II']
506,Battle_of_Stalingrad,['subject.History.World_War_II']
507,Battle_of_Tours,['subject.History.Ancient_History_Classical_History_and_Mythology']
508,Battle_of_Vaslui,['subject.History.Pre_1900_Military']
509,Battle_of_Warsaw_(1920),['subject.History.Military_History_and_War']
510,Battle_of_the_Bulge,['subject.History.World_War_II']
511,Battle_of_the_Eastern_Solomons,['subject.History.World_War_II']
512,Battle_of_the_Little_Bighorn,['subject.History.Pre_1900_Military']
513,Battle_of_the_Santa_Cruz_Islands,['subject.History.World_War_II']
514,Battle_of_the_Somme_(1916),['subject.History.Military_History_and_War']
515,Battles_of_the_Mexican-American_War,['subject.History.Military_History_and_War']
516,Bay_Area_Rapid_Transit,['subject.Design_and_Technology.Railway_transport']
517,Bay_of_Bengal,['subject.Geography.General_Geography']
518,Beach,['subject.Geography.Geology_and_geophysics']
519,Bean,"['subject.Everyday_life.Food_and_agriculture', 'subject.Science.Biology.Plants']"
520,Bear,['subject.Science.Biology.Mammals']
521,Beatles_for_Sale,['subject.Music.Musical_Recordings_and_compositions']
522,Beaver,['subject.Science.Biology.Mammals']
523,Bedbug,['subject.Science.Biology.Insects_Reptiles_and_Fish']
524,Bede,"['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain', 'subject.History.Historians_chroniclers_and_history_books']"
525,Bee,['subject.Science.Biology.Insects_Reptiles_and_Fish']
526,Beeching_Axe,['subject.Design_and_Technology.Railway_transport']
527,Beekeeping,"['subject.Everyday_life.Food_and_agriculture', 'subject.Everyday_life.Recreation']"
528,Beep_(SWBLW),['subject.Design_and_Technology.Railway_transport']
529,Beer,['subject.Everyday_life.Drink']
530,Beet,"['subject.Everyday_life.Food_and_agriculture', 'subject.Science.Biology.Plants']"
531,Beetle,['subject.Science.Biology.Insects_Reptiles_and_Fish']
532,Behavioral_finance,['subject.Business_Studies.Economics']
533,Behistun_Inscription,['subject.History.Ancient_History_Classical_History_and_Mythology']
534,Beijing,['subject.Geography.Geography_of_Asia']
535,Beirut,['subject.Geography.Geography_of_the_Middle_East']
536,Belarus,"['subject.Countries', 'subject.Geography.European_Geography.European_Countries']"
537,Belfast,['subject.Geography.Geography_of_Great_Britain']
538,Belgium,"['subject.Countries', 'subject.Geography.European_Geography.European_Countries']"
539,Belize,"['subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries', 'subject.Countries']"
540,Belton_House,['subject.Design_and_Technology.Architecture']
541,Ben-Hur_(1959_film),['subject.Everyday_life.Films']
542,Ben_Jonson,"['subject.History.British_History.British_History_15001750', 'subject.People.Writers_and_critics']"
543,Ben_Nevis,['subject.Geography.Geography_of_Great_Britain']
544,Bench_language,['subject.Language_and_literature.Languages']
545,Benin,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
546,Benito_Mussolini,"['subject.People.Political_People', 'subject.History.World_War_II']"
547,Benjamin_Britten,"['subject.People.Performers_and_composers', 'subject.Language_and_literature.Poetry_and_Opera']"
548,"Benjamin_Disraeli,_1st_Earl_of_Beaconsfield","['subject.History.British_History.British_History_17501900', 'subject.People.Political_People']"
549,Benjamin_Franklin,"['subject.People.Astronomers_and_physicists', 'subject.People.Historical_figures']"
550,Benjamin_Harrison,['subject.People.USA_Presidents']
551,Benjamin_Mountfort,['subject.Design_and_Technology.Architecture']
552,Benjamin_of_Tudela,"['subject.History.Ancient_History_Classical_History_and_Mythology', 'subject.History.Historians_chroniclers_and_history_books']"
553,Benzene,['subject.Science.Chemistry.Chemical_compounds']
554,Berber_languages,['subject.Language_and_literature.Languages']
555,Beriberi,['subject.Science.Biology.Health_and_medicine']
556,Berkelium,['subject.Science.Chemistry.Chemical_elements']
557,Berlin,['subject.Geography.European_Geography']
558,Berlin_Wall,['subject.History.Recent_History']
559,Bermuda,"['subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries', 'subject.Countries']"
560,Bernard_Hinault,['subject.People.Sports_and_games_people']
561,Bertrand_Russell,['subject.People.Philosophers']
562,Beryllium,['subject.Science.Chemistry.Chemical_elements']
563,Betelgeuse_incident,['subject.Design_and_Technology.Air_and_Sea_transport']
564,Bette_Davis,['subject.People.Actors_models_and_celebrities']
565,Bhutan,"['subject.Geography.Geography_of_Asia.Asian_Countries', 'subject.Countries']"
566,Bible,['subject.Religion.Religious_texts']
567,Bicycle,['subject.Design_and_Technology.Road_transport']
568,Bicycle_Thieves,['subject.Everyday_life.Films']
569,Big_Bang,['subject.Science.Physics.Space_Astronomy']
570,Bill_Clinton,['subject.People.Political_People']
571,Bill_Gates,['subject.People.Computing_People']
572,Billie_Holiday,['subject.People.Performers_and_composers']
573,Binary_star,['subject.Science.Physics.Space_Astronomy']
574,Binoculars,['subject.Design_and_Technology.Engineering']
575,Binomial_nomenclature,['subject.Science.Biology.General_Biology']
576,Biodiesel,"['subject.Design_and_Technology.Engineering', 'subject.Citizenship.Environment']"
577,Biodiversity,"['subject.Citizenship.Environment', 'subject.Science.Biology.General_Biology']"
578,Biofuel,['subject.Citizenship.Environment']
579,Bioinformatics,"['subject.Science.Biology.General_Biology', 'subject.IT.Software']"
580,Biology,['subject.Science.Biology.General_Biology']
581,Bionicle__Mask_of_Light,['subject.Everyday_life.Films']
582,Biosphere,['subject.Geography.Climate_and_the_Weather']
583,Biotechnology,['subject.Science.Biology.General_Biology']
584,Bird,['subject.Science.Biology.Birds']
585,Bird_migration,['subject.Science.Biology.Birds']
586,Bird_of_prey,['subject.Science.Biology.Birds']
587,Birmingham,['subject.Geography.Geography_of_Great_Britain']
588,Birth_control,['subject.Science.Biology.Health_and_medicine']
589,Bismuth,['subject.Science.Chemistry.Chemical_elements']
590,Bison,['subject.Science.Biology.Mammals']
591,Bissau,['subject.Geography.African_Geography']
592,Björn_Borg,['subject.People.Sports_and_games_people']
593,Bjørnøya,['subject.Geography.European_Geography']
594,Black-backed_Jackal,['subject.Science.Biology.Mammals']
595,Black-footed_Cat,['subject.Science.Biology.Mammals']
596,Black-winged_Stilt,['subject.Science.Biology.Birds']
597,Black_Death,['subject.History.General_history']
598,Black_Rhinoceros,['subject.Science.Biology.Mammals']
599,Black_Robin,['subject.Science.Biology.Birds']
600,Black_Sea,['subject.Geography.General_Geography']
601,Black_Seminoles,['subject.Geography.Peoples']
602,Black_Wildebeest,['subject.Science.Biology.Mammals']
603,Black_hole,['subject.Science.Physics.Space_Astronomy']
604,Black_panther,['subject.Science.Biology.Mammals']
605,Black_pepper,['subject.Everyday_life.Food_and_agriculture']
606,Black_widow_spider,['subject.Science.Biology.Insects_Reptiles_and_Fish']
607,Blackbird,['subject.Science.Biology.Birds']
608,Blackcap,['subject.Science.Biology.Birds']
609,Blackjack,['subject.Everyday_life.Games']
610,Blackpool,['subject.Geography.Geography_of_Great_Britain']
611,Blacktip_reef_shark,['subject.Science.Biology.Insects_Reptiles_and_Fish']
612,Blade_Runner,['subject.Everyday_life.Films']
613,Blaise_Pascal,['subject.People.Mathematicians']
614,Blitzkrieg,['subject.History.World_War_II']
615,Blokus,['subject.Everyday_life.Games']
616,Blood_type,['subject.Science.Biology.Health_and_medicine']
617,Blue_Jay,['subject.Science.Biology.Birds']
618,Blue_Peter,['subject.Everyday_life.Television']
619,Blue_Tit,['subject.Science.Biology.Birds']
620,Blue_Whale,['subject.Science.Biology.Mammals']
621,Blue_Wildebeest,['subject.Science.Biology.Mammals']
622,Blue_shark,['subject.Science.Biology.Insects_Reptiles_and_Fish']
623,Bluegrass_music,['subject.Music.Musical_genres_styles_eras_and_events']
624,Bluetooth,"['subject.Science.Physics.Electricity_and_Electronics', 'subject.Design_and_Technology.Engineering']"
625,Boa,['subject.Science.Biology.Insects_Reptiles_and_Fish']
626,Board_game,['subject.Everyday_life.Games']
627,Boat,['subject.Design_and_Technology.Air_and_Sea_transport']
628,Bob_Dylan,['subject.People.Performers_and_composers']
629,Bob_Marley,['subject.People.Performers_and_composers']
630,Bobcat,['subject.Science.Biology.Mammals']
631,Body_mass_index,['subject.Science.Biology.Health_and_medicine']
632,Bodyline,"['subject.History.British_History.British_History_Post_1900', 'subject.Everyday_life.Sports_events']"
633,Boeing_747,['subject.Design_and_Technology.Air_and_Sea_transport']
634,Bog,['subject.Geography.Geology_and_geophysics']
635,Bogotá,['subject.Geography.Central_and_South_American_Geography']
636,Bohemian_Rhapsody,['subject.Music.Musical_Recordings_and_compositions']
637,Bohor_Reedbuck,['subject.Science.Biology.Mammals']
638,Bohrium,['subject.Science.Chemistry.Chemical_elements']
639,Bolivia,"['subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries', 'subject.Countries']"
640,Bologna,['subject.Geography.European_Geography']
641,Boltysh_crater,['subject.Geography.European_Geography']
642,Bongo_(antelope),['subject.Science.Biology.Mammals']
643,Bonobo,['subject.Science.Biology.Mammals']
644,Bontebok,['subject.Science.Biology.Mammals']
645,Booby,['subject.Science.Biology.Birds']
646,Book,['subject.Language_and_literature.Literature_types']
647,Book_of_Common_Prayer,['subject.Religion.Religious_texts']
648,Book_of_Kells,['subject.Language_and_literature.General_Literature']
649,Boolean_logic,['subject.Mathematics']
650,Borage,['subject.Science.Biology.Plants']
651,Boris_Becker,['subject.People.Sports_and_games_people']
652,Boron,['subject.Science.Chemistry.Chemical_elements']
653,Bosnia_and_Herzegovina,"['subject.Countries', 'subject.Geography.European_Geography.European_Countries']"
654,"Boston,_Massachusetts",['subject.Geography.North_American_Geography']
655,Boston_RFC,['subject.Everyday_life.Sports_teams']
656,Boston_Terrier,['subject.Science.Biology.Mammals']
657,Boston_and_Lowell_Railroad,['subject.Design_and_Technology.Railway_transport']
658,Botany,['subject.Science.Biology.Plants']
659,Botswana,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
660,Bottlenose_Dolphin,['subject.Science.Biology.Mammals']
661,Boudica,"['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain', 'subject.People.Historical_figures']"
662,Boundary_Waters_Canoe_Area_Wilderness,['subject.Geography.North_American_Geography']
663,Bourbonnais_train_accident,['subject.Design_and_Technology.Railway_transport']
664,Bouvet_Island,['subject.Geography.Antarctica']
665,Box_jellyfish,['subject.Science.Biology.Organisms']
666,Boy_Scout,['subject.Citizenship.Community_organisations']
667,Boyle_Roche,"['subject.History.British_History.British_History_17501900', 'subject.People.Historical_figures', 'subject.People.Political_People']"
668,Brabantian,['subject.Language_and_literature.Languages']
669,Brabham,['subject.Everyday_life.Sports_teams']
670,Brachiosaurus,['subject.Science.Biology.Dinosaurs']
671,Brahman,['subject.Religion.Divinities']
672,Brain,['subject.Science.Biology.General_Biology']
673,Bran,['subject.Everyday_life.Food_and_agriculture']
674,Brandon_Routh,['subject.People.Actors_models_and_celebrities']
675,Brass_instrument,['subject.Music.Musical_Instruments']
676,Brasília,['subject.Geography.Central_and_South_American_Geography']
677,Bratislava,['subject.Geography.European_Geography']
678,Brazil,"['subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries', 'subject.Countries']"
